VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, tangent.w, tex_coords0.x, tex_coords0.y, tex_coords1.x, tex_coords1.y, colour0.x, colour0.y, colour0.z, colour0.w, joints.x, joints.y, joints.z, joints.w, weights.x, weights.y, weights.z, weights.w, model_matrix_0.x, model_matrix_0.y, model_matrix_0.z, model_matrix_0.w, model_matrix_1.x, model_matrix_1.y, model_matrix_1.z, model_matrix_1.w, model_matrix_2.x, model_matrix_2.y, model_matrix_2.z, model_matrix_2.w, model_matrix_3.x, model_matrix_3.y, model_matrix_3.z, model_matrix_3.w, normal_matrix_0.x, normal_matrix_0.y, normal_matrix_0.z, normal_matrix_1.x, normal_matrix_1.y, normal_matrix_1.z, normal_matrix_2.x, normal_matrix_2.y, normal_matrix_2.z
275, 182, -0.00385, -0.00788, 0.01278, -0.91468, 0.40289, -0.03222, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.9212, 0.05047, 0.02832, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
276, 186, -0.00249, -0.00727, 0.01365, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 3, 17, 0.55256, 0.32562, 0.09138, 0.03045, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
277, 187, -0.00236, -0.00922, 0.01255, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.85775, 0.14225, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
278, 188, -0.0027, -0.00741, 0.01271, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 3, 0.78515, 0.17096, 0.03991, 0.00397, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
279, 187, -0.00236, -0.00922, 0.01255, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.85775, 0.14225, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
280, 186, -0.00249, -0.00727, 0.01365, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 3, 17, 0.55256, 0.32562, 0.09138, 0.03045, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
281, 189, -0.002, -0.00971, 0.01358, 0.95045, 0.1978, -0.23985, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 17, 0, 0.82142, 0.17052, 0.00806, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
282, 190, -0.002, -0.00971, 0.01358, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 17, 0, 0.82142, 0.17052, 0.00806, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
283, 191, -0.00249, -0.01118, 0.01264, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 5, 0.72478, 0.19775, 0.07145, 0.00602, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
284, 192, -0.00236, -0.00922, 0.01255, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.85775, 0.14225, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
285, 191, -0.00249, -0.01118, 0.01264, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 5, 0.72478, 0.19775, 0.07145, 0.00602, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
286, 190, -0.002, -0.00971, 0.01358, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 17, 0, 0.82142, 0.17052, 0.00806, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
287, 193, -0.00216, -0.01259, 0.01418, 0.93886, -0.10472, -0.32799, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 20, 21, 5, 4, 0.60112, 0.17524, 0.13487, 0.08876, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
288, 194, -0.00449, -0.00914, 0.01375, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.91271, 0.08729, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
289, 195, -0.00433, -0.00901, 0.01278, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 0, 0, 0.9798, 0.0202, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
290, 196, -0.00436, -0.01027, 0.01278, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.86926, 0.06836, 0.06239, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
291, 197, -0.00457, -0.01056, 0.01386, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.80265, 0.19735, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
292, 194, -0.00449, -0.00914, 0.01375, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 0, 0, 0.91271, 0.08729, 0.00, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
293, 196, -0.00436, -0.01027, 0.01278, -0.98477, 0.03336, -0.17062, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.86926, 0.06836, 0.06239, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
294, 198, -0.00377, -0.01044, 0.01148, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 20, 0, 0.66526, 0.32776, 0.00698, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
295, 199, -0.00322, -0.01152, 0.01275, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.73272, 0.19813, 0.06914, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
296, 200, -0.00387, -0.01106, 0.01277, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.7853, 0.14228, 0.07242, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
297, 199, -0.00322, -0.01152, 0.01275, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 20, 22, 0, 0.73272, 0.19813, 0.06914, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
298, 198, -0.00377, -0.01044, 0.01148, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 20, 0, 0.66526, 0.32776, 0.00698, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
299, 201, -0.00321, -0.01066, 0.0115, -0.43558, -0.77001, -0.46621, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 21, 22, 20, 0, 0.65171, 0.3121, 0.03618, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
300, 202, -0.00375, -0.01046, 0.02018, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 21, 0.60725, 0.22676, 0.12531, 0.04068, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
301, 203, -0.00422, -0.00905, 0.01811, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 21, 20, 0.47598, 0.23502, 0.1509, 0.13811, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
302, 204, -0.00419, -0.01075, 0.018, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 21, 20, 0.48464, 0.209, 0.15702, 0.14934, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
303, 205, -0.00345, -0.00875, 0.02029, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 21, 0.58682, 0.28723, 0.09356, 0.03239, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
304, 203, -0.00422, -0.00905, 0.01811, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 21, 20, 0.47598, 0.23502, 0.1509, 0.13811, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
305, 202, -0.00375, -0.01046, 0.02018, -0.96358, 0.05627, 0.26144, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 21, 0.60725, 0.22676, 0.12531, 0.04068, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
306, 206, -0.00142, -0.01018, 0.02235, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.51414, 0.2331, 0.19728, 0.05547, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
307, 207, -0.0023, -0.00851, 0.02178, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 0, 0.52815, 0.37199, 0.09986, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
308, 208, -0.00274, -0.01026, 0.02162, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.5652, 0.22814, 0.16207, 0.04459, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
309, 207, -0.0023, -0.00851, 0.02178, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 0, 0.52815, 0.37199, 0.09986, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
310, 206, -0.00142, -0.01018, 0.02235, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.51414, 0.2331, 0.19728, 0.05547, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
311, 209, -0.0014, -0.00842, 0.02254, -0.55645, -0.00833, 0.83084, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 3, 4, 5, 0, 0.53773, 0.36045, 0.10182, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
312, 210, -0.00345, -0.00875, 0.02029, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 21, 0.58682, 0.28723, 0.09356, 0.03239, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
313, 211, -0.00274, -0.01026, 0.02162, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.5652, 0.22814, 0.16207, 0.04459, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
314, 212, -0.0023, -0.00851, 0.02178, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 0, 0.52815, 0.37199, 0.09986, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
315, 211, -0.00274, -0.01026, 0.02162, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.5652, 0.22814, 0.16207, 0.04459, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
316, 210, -0.00345, -0.00875, 0.02029, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 3, 5, 21, 0.58682, 0.28723, 0.09356, 0.03239, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
317, 213, -0.00375, -0.01046, 0.02018, -0.80756, 0.12615, 0.57613, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 21, 0.60725, 0.22676, 0.12531, 0.04068, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
318, 214, 0.00, -0.01011, 0.02289, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.48176, 0.23334, 0.22765, 0.05725, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
319, 215, -0.0014, -0.00842, 0.02254, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 3, 4, 5, 0, 0.53773, 0.36045, 0.10182, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
320, 216, -0.00142, -0.01018, 0.02235, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.51414, 0.2331, 0.19728, 0.05547, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
321, 215, -0.0014, -0.00842, 0.02254, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 3, 4, 5, 0, 0.53773, 0.36045, 0.10182, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
322, 214, 0.00, -0.01011, 0.02289, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 4, 5, 3, 7, 0.48176, 0.23334, 0.22765, 0.05725, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
323, 217, 0.00, -0.00838, 0.02293, -0.30909, -0.058, 0.94926, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 3, 4, 5, 0, 0.58519, 0.31075, 0.10406, 0.00, -499.99997, 0.00, 0.00, 0.00, 0.00, -0.00008, -499.99997, 0.00, 0.00, -499.99997, 0.00008, 0.00, -20.51304, 20.17751, -10.54817, 1.00, -1.00, 0.00, 0.00, 0.00, -1.19209E-07, -1.00, 0.00, -1.00, 1.78814E-07
